TRADEG,TDECDEG,MJD_OBS
27.78695800,-55.80733200,58454.04555334
56.68670800,-32.08586000,58490.13726010
41.85300000,-10.15600000,58437.27365784
338.72799200,-53.77794300,58431.11489190
1.80958300,-32.47438800,58449.11281465
349.64098300,-53.77841500,58449.04241623
27.03429200,-22.32952700,58454.20067096
34.78375400,-39.57616500,58453.23876275
45.15525000,-30.44480500,58431.28806541
27.61291700,-65.91852600,58491.09508462
322.07002500,-40.59072100,58430.10753417
52.12242100,-60.88019300,58453.26940817
356.37157500,-41.60491500,58450.08818331
76.35016700,-41.58724900,58492.15765773
316.93020000,-49.72044300,58431.05280597
94.53583300,-48.70586000,58480.09325450
27.84665800,-39.57605400,58453.21377390
356.63194600,-54.79280400,58449.13001968
47.36754200,-41.60491500,58428.32638888
75.34924600,-21.31508300,58459.22634783
26.36779600,-14.21400000,58437.22674840
41.89933300,-2.04061100,58453.07426600
82.13857500,-36.49819300,58463.13495318
92.65687500,-38.56122100,58460.31622867
45.71970000,-65.32652600,58482.07072795
98.06025000,-54.79247100,58480.08192484
85.46970000,-21.83922200,58492.19044709
36.31050000,4.08025000,58370.35665492
341.44294600,-52.76399800,58377.23761024
16.12884200,-53.77758200,58376.26932985
61.15729600,-65.03899800,58480.11803355
31.06249600,-24.35849900,58454.12522097
72.92416700,-40.58944300,58459.32569820
26.82253300,-60.87894300,58380.39467824
71.46295400,-31.45891600,58458.08296885
21.23109200,-36.53227700,58455.06199535
32.27112100,-29.43105500,58452.22988511
56.93175000,-37.05647100,58493.14915697
63.08687900,-66.93299800,58491.12275644
348.55357500,-47.69088700,58376.28421121
22.98691700,-12.18519400,58452.09091943
30.65662500,-5.08386100,58453.06319749
40.85690800,-42.61980400,58430.24452646
82.88520000,-33.48838800,58462.08676329
30.57166700,-28.41652700,58452.21884196
13.21000400,-30.44516600,58378.37464290
87.26015800,-37.54624900,58466.17118579
16.93029200,-30.44513800,58378.38291372
86.22879200,-44.64761000,58462.15110363
85.13262100,-36.53227700,58465.12640575
32.87395400,-38.56155400,58453.22345400
77.42203300,-60.87922000,58459.29644998
25.21249600,-21.31508300,58454.08956006
56.61016700,-13.20108300,58429.32964842
13.20162100,-28.41647100,58451.12748829
32.31362900,2.01752800,58375.36595725
358.33932100,-64.93752600,58377.29181703
41.66325000,-22.32936000,58454.17534720
27.38533300,-46.67769300,58430.23736529
57.78103300,-27.40236000,58438.32909571
